# gene name,C1,C2,C3,C4,E1,E2,E3,E4
b1341,8.96E-05,1.39E-04,1.52E-04,1.33E-04,8.87E-05,1.61E-04,1.67E-04,8.76E-05
ycaQ,5.78E-05,7.74E-05,1.25E-04,1.38E-04,7.51E-05,1.17E-04,1.40E-04,9.76E-05
yfdM,9.62E-06,3.25E-05,7.94E-05,7.39E-05,6.43E-06,2.48E-05,2.43E-05,1.33E-05
b1391,1.03E-03,1.16E-03,1.10E-03,9.41E-04,8.95E-04,9.53E-04,9.62E-04,7.14E-04
ybdU,2.94E-05,2.40E-05,1.52E-04,1.33E-04,2.62E-06,5.36E-05,7.37E-05,2.41E-05
yecO,5.98E-05,6.98E-05,9.00E-05,8.77E-05,6.89E-05,1.05E-04,1.43E-04,1.08E-04
b2873,1.20E-04,1.79E-04,3.13E-04,2.85E-04,9.15E-05,1.38E-04,1.80E-04,1.15E-04
yfjZ,1.09E-04,1.28E-04,1.61E-04,1.55E-04,1.03E-04,9.56E-05,7.86E-05,8.75E-05
yjbJ,5.49E-04,5.37E-04,3.79E-04,3.59E-04,6.25E-04,4.96E-04,4.52E-04,4.72E-04
yrbF,1.77E-05,7.76E-05,1.81E-04,2.03E-04,2.46E-05,7.81E-05,1.35E-04,4.85E-05
dsbG,5.99E-06,1.05E-05,7.41E-06,4.09E-05,2.11E-05,4.04E-05,4.31E-05,8.19E-05
wcaA,9.32E-05,1.21E-04,1.61E-04,1.73E-04,5.29E-05,1.08E-04,1.47E-04,1.18E-04
yfjQ,2.12E-04,2.24E-04,4.15E-04,3.45E-04,1.35E-04,2.57E-04,2.43E-04,8.76E-05
ydbO,3.48E-04,4.04E-04,4.80E-04,3.84E-04,2.75E-04,3.74E-04,4.12E-04,2.74E-04
ygjF,2.59E-05,5.56E-05,1.43E-04,1.55E-04,2.76E-05,7.65E-05,9.17E-05,7.44E-05
yeeY,4.76E-06,3.71E-05,4.58E-05,1.29E-05,1.77E-06,2.78E-05,8.69E-05,1.47E-05
b2494,5.15E-04,4.56E-04,5.52E-04,5.83E-04,5.99E-04,5.92E-04,6.11E-04,6.86E-04
b1342,1.03E-04,1.58E-04,1.83E-04,1.42E-04,1.13E-04,1.76E-04,2.24E-04,9.85E-05
ybhR,6.71E-07,1.36E-05,1.07E-04,1.18E-04,1.87E-06,2.60E-05,5.95E-05,5.74E-06
ydgO,1.06E-04,1.47E-04,2.27E-04,1.43E-04,7.38E-05,1.55E-04,2.37E-04,1.13E-04
b2442,1.72E-04,1.52E-04,7.13E-05,6.90E-05,1.33E-04,9.58E-05,7.66E-05,6.56E-05
yjgN,1.91E-04,2.34E-04,1.07E-04,1.51E-04,1.66E-04,1.18E-04,1.21E-04,1.00E-04
b2229,8.35E-05,8.44E-05,1.12E-04,9.91E-05,5.73E-05,5.01E-05,6.51E-05,8.46E-05
yeaN,1.70E-04,1.83E-04,2.32E-04,1.62E-04,1.57E-04,1.78E-04,2.02E-04,1.12E-04
ylbA,8.27E-05,1.03E-04,1.99E-04,1.70E-04,9.91E-05,1.62E-04,1.75E-04,1.25E-04
prpC,3.47E-04,3.30E-04,5.31E-04,4.76E-04,2.52E-04,3.14E-04,3.57E-04,2.88E-04
ybbX,3.33E-05,5.27E-05,1.19E-04,1.05E-04,9.84E-06,2.05E-05,1.76E-05,1.02E-05
ybgH,7.99E-04,9.31E-04,1.04E-03,1.06E-03,7.19E-04,9.41E-04,8.67E-04,5.90E-04
b1806,3.20E-05,4.93E-05,8.98E-05,9.49E-05,3.74E-05,7.12E-05,6.95E-05,7.33E-05
ygeV,1.49E-03,1.54E-03,1.22E-03,1.30E-03,1.52E-03,1.74E-03,1.57E-03,1.49E-03
yphE,8.05E-05,1.82E-04,3.97E-04,4.23E-04,1.88E-05,1.51E-04,2.81E-04,3.60E-05
ygeT,3.48E-05,2.99E-05,1.10E-04,8.95E-05,2.15E-05,4.65E-05,5.43E-05,4.25E-05
b2070,1.16E-03,1.03E-03,9.79E-04,1.05E-03,1.15E-03,1.42E-03,1.33E-03,1.12E-03
ycbR,1.00E-04,4.52E-05,3.36E-05,5.93E-05,7.01E-05,7.47E-05,3.12E-05,1.55E-05
b1691,6.58E-05,1.42E-04,1.65E-04,1.49E-04,4.29E-05,1.07E-04,1.19E-04,3.00E-05
yfaD,1.56E-04,1.63E-04,1.98E-04,1.46E-04,1.52E-04,1.73E-04,2.49E-04,1.77E-04
yegB,1.33E-04,2.19E-04,3.03E-04,2.45E-04,4.51E-05,1.22E-04,1.69E-04,1.00E-04
yodB,1.13E-03,8.96E-05,6.88E-05,2.55E-05,1.89E-05,6.01E-05,6.11E-05,7.73E-06
b1648,2.69E-04,2.17E-04,1.74E-04,1.76E-04,2.68E-04,2.31E-04,2.13E-04,2.80E-04
b1547,1.28E-04,1.36E-04,2.15E-04,1.43E-04,1.16E-04,1.58E-04,1.38E-04,1.18E-04
aefA,3.26E-06,5.35E-05,1.95E-04,2.02E-04,7.22E-06,5.61E-05,7.93E-05,9.78E-05
yfdE,2.27E-04,2.56E-04,3.37E-04,3.44E-04,2.59E-04,3.29E-04,3.18E-04,2.61E-04
b1649,5.33E-04,4.94E-04,3.87E-04,3.82E-04,4.97E-04,4.17E-04,4.14E-04,4.99E-04
wzzE,3.58E-04,4.17E-04,4.19E-04,3.94E-04,3.25E-04,3.25E-04,3.55E-04,2.68E-04
yleB,4.67E-04,4.84E-04,6.74E-04,5.63E-04,4.58E-04,5.23E-04,5.39E-04,4.35E-04
ydhU,3.81E-05,1.08E-04,1.37E-04,1.20E-04,2.81E-05,1.42E-04,1.44E-04,2.70E-05
yfbN,2.58E-05,5.64E-05,6.80E-05,6.22E-05,6.18E-05,6.56E-05,6.52E-05,3.72E-05
bax,1.09E-04,1.12E-04,1.75E-04,1.27E-04,9.15E-05,1.55E-04,1.86E-04,2.00E-04
pdxY,1.78E-04,1.46E-04,1.34E-04,1.42E-04,1.56E-04,1.40E-04,1.53E-04,2.21E-04
b3814,2.74E-04,2.86E-04,3.09E-04,2.98E-04,3.00E-04,2.52E-04,2.51E-04,2.58E-04
b2225,1.05E-04,1.37E-04,1.60E-04,1.34E-04,7.41E-05,7.93E-05,1.38E-04,8.23E-05
yfjP,5.94E-05,1.12E-04,2.41E-04,2.17E-04,5.67E-05,9.26E-05,1.14E-04,4.94E-05
ygfU,2.32E-04,3.65E-04,4.77E-04,4.42E-04,1.37E-04,3.44E-04,4.15E-04,1.74E-04
b2256,1.22E-04,1.18E-04,1.24E-04,1.06E-04,1.31E-04,1.22E-04,1.45E-04,1.59E-04
ydaO,6.69E-05,8.17E-05,1.19E-04,1.08E-04,7.77E-05,1.05E-04,1.08E-04,8.56E-05
ygiR,4.13E-05,6.03E-05,1.32E-04,9.53E-05,8.07E-06,2.33E-05,5.95E-05,3.43E-05
araH_1,6.43E-05,1.04E-04,1.32E-04,1.24E-04,4.27E-05,1.02E-04,1.43E-04,6.00E-05
yphH,1.11E-04,2.20E-04,3.09E-04,3.15E-04,5.35E-05,2.12E-04,3.38E-04,1.05E-04
b0379,6.56E-05,4.85E-05,3.23E-05,2.22E-05,7.52E-05,4.11E-05,4.32E-05,5.98E-05
ycfO,8.95E-05,1.22E-04,1.22E-04,1.26E-04,1.46E-04,1.60E-04,1.79E-04,9.69E-05
b2512,2.31E-04,2.13E-04,2.66E-04,2.30E-04,1.86E-04,2.12E-04,2.54E-04,2.56E-04
b2595,5.81E-04,6.89E-04,2.07E-04,4.00E-04,1.24E-03,7.22E-04,6.61E-04,1.15E-03
ybeV,3.65E-04,3.05E-04,2.39E-04,2.44E-04,3.44E-04,3.22E-04,2.73E-04,3.59E-04
yebM,7.61E-05,9.68E-05,1.03E-04,1.10E-04,6.80E-05,1.14E-04,1.25E-04,1.02E-04
yfdN,4.13E-05,7.75E-05,1.62E-04,1.39E-04,3.88E-05,8.45E-05,8.43E-05,7.45E-05
flhE,9.05E-06,2.22E-05,3.52E-05,4.39E-05,4.79E-06,2.99E-05,5.64E-05,7.06E-06
wza,1.94E-04,2.20E-04,2.51E-04,2.84E-04,1.60E-04,1.80E-04,1.93E-04,2.00E-04
ybhK,1.02E-03,1.04E-03,8.01E-04,8.35E-04,9.40E-04,1.08E-03,1.01E-03,9.00E-04
zntA,6.53E-04,6.84E-04,7.76E-04,7.94E-04,5.01E-04,5.90E-04,7.13E-04,5.19E-04
b1487,1.81E-04,2.01E-04,3.01E-04,2.68E-04,1.07E-04,2.40E-04,2.13E-04,1.22E-04
hyfB,1.14E-03,1.37E-03,1.14E-03,1.20E-03,1.05E-03,1.01E-03,1.04E-03,7.73E-04
yliG,4.07E-04,4.13E-04,3.31E-04,3.35E-04,4.97E-04,4.65E-04,4.32E-04,4.26E-04
b2503,4.74E-04,4.38E-04,4.64E-04,4.26E-04,4.19E-04,4.26E-04,4.44E-04,3.66E-04
b1841,2.13E-05,1.74E-05,5.13E-06,2.05E-05,4.88E-05,8.26E-05,1.01E-04,4.44E-05
b1588,2.43E-04,2.54E-04,2.12E-04,1.78E-04,2.06E-04,1.77E-04,1.82E-04,1.11E-04
b1587,1.32E-04,8.04E-05,8.34E-05,5.47E-05,1.10E-04,7.51E-05,5.98E-05,2.57E-05
yfbK,3.24E-04,3.16E-04,3.28E-04,2.36E-04,2.63E-04,2.73E-04,3.44E-04,1.80E-04
b1591,1.12E-05,1.36E-05,4.13E-05,1.27E-05,2.80E-06,1.56E-05,3.26E-05,9.09E-06
yeeV,9.37E-05,7.32E-05,6.69E-05,5.70E-05,7.02E-05,5.96E-05,5.22E-05,5.96E-05
yfcI,9.78E-05,1.34E-04,1.25E-04,1.46E-04,1.40E-04,1.79E-04,1.58E-04,1.56E-04
b1012,1.84E-04,1.64E-04,2.56E-04,2.09E-04,1.07E-04,1.51E-04,1.80E-04,8.74E-05
b1439,6.32E-05,9.69E-05,1.29E-04,9.46E-05,4.06E-05,1.09E-04,1.25E-04,9.08E-05
hcaT,1.37E-04,1.85E-04,2.59E-04,2.55E-04,1.03E-04,1.16E-04,1.87E-04,5.28E-05
elaB,2.56E-05,2.53E-05,9.96E-06,3.79E-06,1.98E-05,3.11E-05,6.69E-05,2.53E-05
mhpT,1.24E-04,1.99E-04,3.07E-04,2.75E-04,4.35E-05,1.13E-04,2.07E-04,5.62E-05
yhjG,4.84E-04,5.47E-04,6.04E-04,5.05E-04,4.85E-04,4.89E-04,5.22E-04,4.55E-04
yeaU,1.93E-04,2.64E-04,2.01E-04,1.83E-04,2.26E-04,1.89E-04,1.99E-04,1.18E-04
b1966,3.80E-04,1.12E-04,3.97E-05,8.52E-05,3.33E-04,1.64E-04,1.43E-04,4.34E-04
ugd,5.48E-04,4.52E-04,3.56E-04,3.80E-04,5.50E-04,6.02E-04,4.86E-04,6.23E-04
b2755,3.06E-05,5.78E-05,1.09E-04,5.77E-05,8.38E-06,2.85E-05,4.09E-05,6.42E-06
b2389,5.83E-04,6.07E-04,6.00E-04,6.35E-04,6.00E-04,6.04E-04,6.25E-04,5.98E-04
yeaM,7.27E-05,7.84E-05,1.09E-04,7.08E-05,8.25E-05,8.15E-05,1.13E-04,4.87E-05
b2249,2.06E-04,2.35E-04,2.74E-04,2.11E-04,1.95E-04,1.99E-04,2.53E-04,1.45E-04
ybdM,3.13E-05,6.71E-05,1.34E-04,1.14E-04,4.68E-05,1.06E-04,9.99E-05,7.47E-05
yi81_3,5.52E-04,6.59E-04,7.54E-04,6.85E-04,5.02E-04,5.17E-04,5.56E-04,4.65E-04
b1686,4.81E-05,3.84E-05,1.83E-05,2.84E-05,7.44E-05,4.68E-05,4.88E-05,6.86E-05
ydbP,2.10E-05,3.46E-05,1.15E-04,6.39E-05,3.28E-06,3.73E-05,6.54E-05,1.34E-05
b2295,5.97E-05,4.78E-05,7.22E-05,7.80E-05,1.01E-04,7.39E-05,4.95E-05,1.20E-04
b1771,7.13E-05,9.28E-05,9.43E-05,7.49E-05,6.48E-05,7.19E-05,7.87E-05,7.38E-05
b1755,9.88E-04,9.66E-04,8.25E-04,8.21E-04,8.77E-04,8.56E-04,9.68E-04,8.70E-04
ytfH,2.79E-04,2.99E-04,2.55E-04,2.16E-04,3.11E-04,2.44E-04,2.78E-04,1.74E-04
ybaP,7.03E-05,6.77E-05,1.65E-04,1.73E-04,5.77E-05,8.00E-05,1.17E-04,8.04E-05
yqhE,9.28E-05,1.05E-04,1.80E-04,1.77E-04,4.97E-05,1.54E-04,2.11E-04,1.13E-04
ydhO,1.82E-04,2.21E-04,1.34E-04,1.71E-04,2.35E-04,3.08E-04,2.68E-04,2.86E-04
ybeZ,8.94E-05,1.06E-04,1.13E-04,1.26E-04,1.17E-04,1.37E-04,1.30E-04,7.75E-05
b1629,9.37E-05,8.24E-05,1.24E-04,9.59E-05,6.27E-05,7.59E-05,1.29E-04,9.23E-05
yqjI,1.21E-04,1.29E-04,2.80E-04,2.60E-04,9.03E-05,1.45E-04,1.57E-04,1.37E-04
b1644,1.88E-04,1.89E-04,2.37E-04,2.09E-04,1.64E-04,1.86E-04,1.65E-04,1.77E-04
b2459,3.52E-05,5.01E-05,1.31E-04,1.23E-04,9.78E-06,1.13E-05,6.31E-05,1.01E-04
slyA,1.76E-04,1.46E-04,6.97E-05,1.30E-04,3.68E-04,2.60E-04,2.16E-04,2.83E-04
b2351,2.54E-05,4.45E-05,6.10E-05,7.08E-05,1.90E-05,1.28E-04,8.00E-05,4.41E-05
ybhN,7.97E-06,7.47E-05,1.82E-04,1.26E-04,3.18E-06,8.29E-05,1.42E-04,7.19E-07
ybcZ,1.09E-04,1.24E-04,1.24E-04,2.07E-04,1.04E-04,9.95E-05,1.01E-04,1.38E-04
yggS,3.28E-05,4.66E-05,7.32E-05,7.50E-05,1.09E-05,1.25E-05,3.75E-05,4.46E-05
b2340,7.17E-05,7.27E-05,8.78E-05,1.07E-04,1.14E-04,7.91E-05,7.89E-05,1.63E-04
ydgQ,1.68E-05,2.25E-05,2.46E-05,4.81E-06,3.70E-05,2.05E-05,4.25E-05,1.89E-05
b1773,4.54E-04,4.16E-04,3.00E-04,3.07E-04,3.78E-04,3.15E-04,3.05E-04,2.92E-04
focB,2.71E-05,7.96E-05,1.82E-04,2.51E-04,2.21E-06,7.09E-05,1.43E-04,1.59E-05
b3472,2.30E-04,2.58E-04,2.83E-04,2.93E-04,2.86E-04,3.30E-04,4.02E-04,2.51E-04
ylaC,5.28E-05,3.96E-05,6.31E-05,1.00E-04,1.24E-04,1.06E-04,1.16E-04,1.71E-04
b2511,5.25E-04,5.23E-04,4.20E-04,4.05E-04,5.01E-04,4.50E-04,4.31E-04,4.25E-04
ybaU,8.49E-04,6.65E-04,4.64E-04,4.58E-04,8.69E-04,7.08E-04,6.41E-04,6.03E-04
b2429,3.07E-04,3.43E-04,3.55E-04,3.48E-04,2.43E-04,2.55E-04,3.12E-04,2.40E-04
b2227,1.15E-05,3.38E-05,5.24E-05,5.16E-05,2.73E-06,2.84E-05,6.09E-05,2.40E-05
ygcK,1.66E-05,1.81E-05,4.51E-05,3.33E-05,6.58E-06,8.69E-06,1.21E-05,7.78E-06
ygfT,3.77E-04,4.67E-04,5.81E-04,5.13E-04,3.01E-04,3.71E-04,4.34E-04,1.97E-04
b2099,3.75E-04,3.66E-04,3.81E-04,3.46E-04,3.12E-04,3.71E-04,3.64E-04,3.37E-04
b0257,3.94E-05,6.66E-05,2.00E-04,1.77E-04,1.64E-06,3.42E-05,3.21E-05,5.60E-06
b2360,5.49E-05,7.64E-05,1.44E-04,1.32E-04,6.07E-05,1.09E-04,8.98E-05,8.27E-05
yaeT,4.15E-04,3.99E-04,3.40E-04,3.67E-04,4.09E-04,3.50E-04,2.76E-04,3.71E-04
slyB,2.67E-04,2.56E-04,1.70E-04,1.72E-04,4.42E-04,3.49E-04,3.37E-04,3.38E-04
b4250,1.28E-03,1.15E-03,7.24E-04,7.53E-04,1.24E-03,1.02E-03,8.72E-04,9.33E-04
b1560,1.61E-04,1.77E-04,1.89E-04,1.54E-04,1.51E-04,1.61E-04,1.69E-04,1.14E-04
ynaC,1.40E-05,7.43E-05,1.41E-04,7.85E-05,5.91E-06,1.50E-04,1.30E-04,4.61E-06
ygdL,1.37E-04,1.57E-04,1.78E-04,1.72E-04,6.60E-05,9.41E-05,1.12E-04,8.12E-05
yfjW,2.08E-04,2.16E-04,1.53E-04,1.81E-04,2.40E-04,2.16E-04,2.01E-04,2.35E-04
yqiE,5.92E-05,8.25E-05,8.57E-05,2.49E-05,7.34E-05,8.13E-05,1.18E-04,5.74E-05
yeaG,1.33E-03,1.17E-03,9.70E-04,9.04E-04,1.30E-03,1.18E-03,1.17E-03,1.04E-03
ymfN,1.47E-04,1.58E-04,2.28E-04,1.75E-04,1.19E-04,1.96E-04,1.77E-04,8.78E-05
ycgE,2.36E-05,8.60E-06,5.72E-05,6.48E-05,7.79E-05,1.66E-04,8.43E-05,2.06E-04
b2250,2.24E-04,1.94E-04,1.91E-04,1.93E-04,1.65E-04,2.18E-04,2.14E-04,1.71E-04
b2997,1.88E-04,1.76E-04,2.52E-04,2.57E-04,1.25E-04,1.39E-04,1.59E-04,1.47E-04
ansP,3.29E-04,3.65E-04,4.71E-04,3.95E-04,2.88E-04,3.85E-04,4.12E-04,2.17E-04
b1428,4.64E-05,7.09E-05,1.42E-04,1.22E-04,5.06E-05,7.55E-05,8.50E-05,5.17E-05
b1747,1.42E-04,1.64E-04,1.64E-04,1.39E-04,1.16E-04,1.41E-04,1.78E-04,1.41E-04
b2304,1.01E-04,9.58E-05,8.33E-05,8.95E-05,8.56E-05,8.70E-05,9.65E-05,1.22E-04
yehM,1.97E-04,2.38E-04,2.62E-04,2.22E-04,1.96E-04,1.67E-04,1.92E-04,1.18E-04
ydjX,3.82E-05,7.16E-05,4.31E-05,5.39E-05,4.16E-05,9.87E-05,1.25E-04,4.75E-05
b1523,2.06E-05,1.63E-05,7.37E-06,2.34E-05,6.50E-05,6.82E-05,4.38E-05,8.23E-05
b2506,1.79E-04,2.28E-04,1.71E-04,2.43E-04,1.42E-04,2.83E-04,2.51E-04,1.56E-04
b3050,1.78E-05,1.76E-05,3.92E-05,4.15E-05,1.35E-05,3.83E-05,1.24E-05,3.89E-06
ykfE,1.47E-03,1.36E-03,1.23E-03,1.26E-03,1.95E-03,2.04E-03,1.73E-03,2.53E-03
b2073,1.08E-04,1.44E-04,1.39E-04,1.58E-04,7.80E-05,1.01E-04,1.64E-04,9.14E-05
ynhG,1.55E-04,1.55E-04,1.56E-04,1.36E-04,1.87E-04,1.83E-04,1.56E-04,2.15E-04
ycdQ,9.43E-05,6.05E-05,9.55E-05,1.19E-04,7.99E-05,1.48E-04,1.48E-04,4.60E-05
b2086,1.54E-04,1.85E-04,1.76E-04,1.53E-04,1.71E-04,1.56E-04,1.55E-04,1.55E-04
b1191,6.46E-04,4.15E-04,1.92E-04,2.19E-04,6.66E-04,4.22E-04,3.76E-04,6.27E-04
b1647,8.55E-05,1.07E-04,5.74E-05,1.35E-04,1.12E-04,8.71E-05,1.09E-04,1.36E-04
ycgR,6.53E-07,3.67E-05,3.17E-05,3.43E-05,3.02E-05,3.29E-05,3.67E-05,4.60E-06
b1721,5.62E-04,5.43E-04,3.71E-04,4.01E-04,6.08E-04,5.48E-04,4.72E-04,5.58E-04
b1502,1.26E-04,9.56E-05,5.76E-05,5.99E-05,1.01E-04,8.69E-05,7.69E-05,6.49E-05
ybjW,5.02E-04,4.92E-04,5.03E-04,5.53E-04,4.63E-04,4.97E-04,5.44E-04,4.24E-04
b2973,3.63E-04,4.45E-04,5.13E-04,4.99E-04,3.28E-04,3.46E-04,3.77E-04,3.15E-04
ygaU,5.05E-06,2.51E-05,2.52E-05,1.74E-05,2.31E-05,4.40E-05,4.39E-05,2.28E-05
yieM,5.62E-04,7.05E-04,1.04E-03,9.22E-04,6.58E-04,8.00E-04,8.66E-04,6.67E-04
yghQ,7.24E-05,1.24E-04,1.80E-04,1.76E-04,3.20E-05,8.46E-05,1.50E-04,2.31E-05
b2097,4.13E-04,4.41E-04,3.17E-04,3.22E-04,4.42E-04,4.23E-04,4.50E-04,3.74E-04
ybaR,6.06E-04,7.02E-04,5.68E-04,5.82E-04,6.76E-04,6.61E-04,6.29E-04,4.47E-04
b2834,1.25E-04,1.37E-04,1.96E-04,1.83E-04,1.50E-04,1.34E-04,1.36E-04,1.69E-04
ydfM,1.41E-04,2.07E-04,2.82E-04,2.09E-04,1.22E-04,2.47E-04,2.64E-04,7.91E-05
b3914,6.28E-05,5.00E-05,6.98E-05,6.67E-05,2.30E-04,1.81E-04,1.27E-04,2.49E-04
yceL,1.02E-04,1.27E-04,2.10E-04,1.62E-04,7.00E-05,1.31E-04,1.83E-04,4.41E-05
b1696,1.12E-04,1.14E-04,8.75E-05,8.77E-05,1.28E-04,1.19E-04,1.20E-04,1.39E-04
hyfG,1.38E-04,1.69E-04,1.44E-04,1.60E-04,1.16E-04,7.61E-05,9.83E-05,1.12E-04
b2667,3.46E-05,4.06E-05,3.63E-05,3.01E-05,3.36E-05,1.95E-05,2.15E-05,2.01E-05
proY,1.60E-04,2.08E-04,2.56E-04,2.46E-04,1.66E-04,1.61E-04,1.89E-04,1.47E-04
ygfH,5.01E-04,4.43E-04,4.12E-04,4.21E-04,4.55E-04,4.25E-04,4.11E-04,4.26E-04
ycjV,3.97E-04,3.62E-04,1.81E-04,1.91E-04,2.87E-04,1.90E-04,1.86E-04,2.10E-04
b1399,6.72E-05,1.21E-04,1.36E-04,9.47E-05,3.99E-05,1.21E-04,1.77E-04,7.37E-05
b2337,1.70E-04,2.13E-04,3.54E-04,3.35E-04,1.50E-04,1.89E-04,2.28E-04,1.88E-04
yneB,9.35E-05,1.30E-04,1.11E-04,1.00E-04,8.18E-05,1.02E-04,1.40E-04,7.04E-05
b1559,2.92E-05,6.54E-05,6.55E-05,4.07E-05,4.39E-05,9.67E-05,7.45E-05,1.51E-05
ygcS,4.23E-05,1.68E-04,4.16E-04,4.03E-04,1.49E-06,1.35E-04,2.15E-04,4.13E-05
b2810,1.63E-04,2.10E-04,2.99E-04,2.51E-04,1.63E-04,1.58E-04,1.73E-04,1.30E-04
ycbO,2.79E-05,2.73E-05,6.73E-05,4.29E-05,4.54E-06,2.13E-05,2.78E-05,5.90E-06
b2226,1.28E-04,1.29E-04,1.40E-04,1.14E-04,9.57E-05,8.30E-05,1.09E-04,7.18E-05
b1527,8.31E-05,9.83E-05,7.65E-05,6.78E-05,1.12E-04,1.57E-04,1.62E-04,7.97E-05
b1759,3.97E-04,3.07E-04,1.88E-04,2.19E-04,3.81E-04,3.10E-04,2.73E-04,2.73E-04
b1903,1.02E-04,3.61E-05,1.21E-05,2.94E-05,5.98E-05,9.31E-05,5.64E-05,1.35E-04
b2737,3.74E-05,8.04E-05,1.72E-04,1.33E-04,2.54E-06,2.99E-05,7.44E-05,2.69E-05
b2290,7.83E-04,7.26E-04,5.04E-04,6.27E-04,6.86E-04,7.26E-04,6.05E-04,7.39E-04
b1834,1.24E-05,4.94E-05,1.25E-04,8.86E-05,4.18E-07,3.33E-05,5.34E-05,1.30E-05
ybaT,3.87E-05,1.39E-04,2.04E-04,2.20E-04,4.84E-06,7.92E-05,1.98E-04,1.01E-05
ybfP,2.79E-04,2.30E-04,2.00E-04,2.25E-04,2.49E-04,2.33E-04,2.22E-04,2.15E-04
ddg,2.33E-04,2.61E-04,3.39E-04,3.16E-04,2.50E-04,2.83E-04,2.91E-04,2.51E-04
ybbU,4.26E-05,1.49E-04,1.02E-04,8.66E-05,1.48E-04,1.53E-04,1.78E-04,1.01E-04
b1497,8.72E-05,6.52E-05,7.81E-05,5.97E-05,3.79E-05,6.96E-05,4.76E-05,2.84E-05
b2710,1.19E-03,1.08E-03,5.86E-04,7.12E-04,1.48E-03,1.20E-03,1.03E-03,1.15E-03
ompG,7.49E-05,1.09E-04,1.22E-04,1.14E-04,6.82E-05,1.39E-04,1.80E-04,7.08E-05
ynfM,3.54E-04,3.70E-04,3.63E-04,3.25E-04,3.93E-04,4.39E-04,4.78E-04,3.57E-04
yegT,1.05E-04,1.90E-04,2.39E-04,2.00E-04,3.16E-05,1.35E-04,1.44E-04,3.99E-05
b1671,5.84E-05,5.72E-05,7.00E-05,6.07E-05,4.35E-05,5.95E-05,5.38E-05,3.80E-05
ytfB,2.14E-04,2.06E-04,2.13E-04,1.85E-04,2.87E-04,2.73E-04,2.15E-04,3.03E-04
yfjN,2.82E-04,3.26E-04,2.15E-04,2.44E-04,3.21E-04,3.13E-04,2.69E-04,3.12E-04
b1592,1.18E-04,1.78E-04,2.45E-04,1.89E-04,6.87E-05,1.79E-04,2.34E-04,6.05E-05
b2603,2.11E-05,3.94E-05,4.41E-05,3.74E-05,2.70E-05,3.46E-05,2.94E-05,3.72E-05
ybgL,1.21E-05,3.98E-06,3.77E-05,3.98E-05,4.14E-06,6.73E-06,7.60E-08,2.18E-05
b1516,5.49E-05,1.08E-04,1.56E-04,1.04E-04,2.85E-05,1.17E-04,1.58E-04,2.29E-05
ybeX,3.95E-05,3.65E-05,8.93E-05,7.54E-05,5.75E-05,8.24E-05,7.56E-05,9.19E-05
yaeS,1.64E-05,1.51E-05,2.62E-05,2.14E-05,2.52E-05,1.71E-05,6.64E-06,1.85E-05
ydgA,3.04E-04,3.01E-04,2.28E-04,2.17E-04,3.51E-04,3.17E-04,3.80E-04,3.32E-04
b1503,1.52E-05,3.22E-05,2.38E-05,9.37E-06,6.92E-06,2.56E-05,3.11E-05,2.20E-06
yleA,1.62E-03,1.38E-03,1.35E-03,1.33E-03,1.56E-03,1.54E-03,1.43E-03,1.54E-03
b1808,1.42E-03,1.25E-03,1.07E-03,1.05E-03,1.18E-03,1.16E-03,1.03E-03,1.15E-03
yfcU,7.36E-04,8.49E-04,7.86E-04,7.94E-04,7.38E-04,7.58E-04,7.61E-04,5.75E-04
yrbL,9.88E-05,2.72E-05,5.58E-05,4.79E-05,4.04E-05,6.37E-06,2.64E-05,1.24E-04
talA,5.66E-04,3.82E-04,2.56E-04,3.59E-04,4.27E-04,4.29E-04,3.86E-04,5.38E-04
ymfL,1.41E-04,1.55E-04,2.18E-05,6.32E-07,2.21E-04,1.89E-04,1.95E-04,2.20E-05
yaiN,1.26E-04,1.30E-04,1.15E-04,1.57E-04,9.59E-05,1.34E-04,1.22E-04,6.78E-05
b1579,9.13E-05,1.30E-04,1.63E-04,1.38E-04,6.32E-05,1.53E-04,1.36E-04,4.83E-05
b3020,2.81E-04,2.96E-04,3.61E-04,3.74E-04,1.58E-04,2.26E-04,2.49E-04,3.53E-04
ydjS,1.89E-04,2.16E-04,2.32E-04,2.02E-04,1.56E-04,1.98E-04,2.21E-04,1.42E-04
b2376,1.31E-05,1.26E-05,1.11E-05,2.79E-05,4.48E-05,4.07E-05,3.08E-05,4.52E-05
b1640,3.11E-04,3.13E-04,4.39E-04,3.63E-04,3.48E-04,3.74E-04,3.44E-04,3.16E-04
ydeY,1.05E-04,1.08E-04,2.44E-04,1.44E-04,2.37E-05,1.19E-04,9.09E-05,1.96E-05
b0878,6.93E-04,7.25E-04,7.10E-04,6.60E-04,7.08E-04,7.72E-04,7.18E-04,6.15E-04
b1329,1.52E-03,1.27E-03,9.79E-04,1.05E-03,1.53E-03,1.34E-03,1.25E-03,1.36E-03
b1668,7.92E-04,7.01E-04,6.58E-04,6.14E-04,6.67E-04,7.30E-04,7.11E-04,6.68E-04
b1371,9.77E-05,1.08E-04,1.81E-04,1.67E-04,5.14E-05,5.46E-05,6.06E-05,6.90E-05
ybcK,8.63E-04,8.65E-04,8.44E-04,8.23E-04,8.86E-04,9.39E-04,8.83E-04,8.20E-04
yaiM,5.66E-04,4.17E-04,3.32E-04,3.20E-04,4.28E-04,3.64E-04,3.86E-04,4.66E-04
